rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
42,"spotify:track:4FUQtedaG22FWZ6lGyRApm","Don Toliver, Travis Scott","Rosary (feat. Travis Scott)","CactusJack/Donnway/ATL",15,18,5,"608610"
43,"spotify:track:05od2qm2MTSKCHxy1GBp5W","sombr","12 to 12","Warner Records",11,52,189,"608288"
44,"spotify:track:16yVaWo0Gmvs2wlnmJbcH7","Don Toliver","Call Back","CactusJack/Donnway/ATL",17,39,5,"607343"
45,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",7,43,1990,"606173"
46,"spotify:track:2d8JP84HNLKhmd6IYOoupQ","Fetty Wap","Trap Queen","300 Entertainment/RGF Productions",12,42,117,"604012"
47,"spotify:track:5BZsQlgw21vDOAjoqkNgKb","Justin Bieber","DAISIES","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",1,67,204,"599638"
48,"spotify:track:7gKxCvTDWwV9wBhdeBbr3l","Olivia Dean","Nice To Each Other","PLG - Capitol",24,53,156,"593690"
49,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",3,50,553,"583820"
50,"spotify:track:6LxSe8YmdPxy095Ux6znaQ","Drake","Headlines","Cash Money Records/Young Money Ent./Universal Rec.",22,57,325,"559706"
51,"spotify:track:0fea68AdmYNygeTGI4RC18","J Balvin, Bad Bunny","LA CANCIÓN","Universal Music Latino / Rimas",30,88,470,"559647"
52,"spotify:track:7D0RhFcb3CrfPuTJ0obrod","Coldplay","Sparks","Parlophone UK",20,65,577,"554591"
53,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",13,51,1785,"549029"
54,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",1,64,536,"548296"
55,"spotify:track:1rIKgCH4H52lrvDcz50hS8","Zara Larsson","Lush Life","Epic/Record Company TEN",14,36,45,"546230"
56,"spotify:track:7B3BwNecBhKvNwSMOOl7Gk","Addison Rae","Fame is a Gun","Columbia",20,60,88,"542696"
57,"spotify:track:2A22iI0x4EYAVXNpKPhNEM","Ella Langley","weren't for the wind","SAWGOD/Columbia",10,45,294,"532218"
58,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",5,56,331,"531381"
59,"spotify:track:0InIeZW4P6VO7dUGRM4AKH","The Marías","Sienna","Nice Life/Atlantic",12,66,221,"528722"
60,"spotify:track:3yWuTOYDztXjZxdE2cIRUa","Taylor Swift","Opalite","Taylor Swift",2,62,123,"523502"
61,"spotify:track:3Y1ZpXS4HETFHDdBNfNU0I","Don Toliver","OPPOSITE","CactusJack/Donnway/ATL",25,49,5,"515088"
62,"spotify:track:2za9t2qpWyUpIhnJcwopPt","Luke Combs","Sleepless in a Hotel Room","Columbia Nashville",11,59,28,"514171"
63,"spotify:track:03tqyYWC9Um2ZqU0ZN849H","Waka Flocka Flame, Roscoe Dash, Wale","No Hands (feat. Roscoe Dash & Wale)","Asylum/Warner Records",27,54,320,"509660"
64,"spotify:track:1VOSSXuWRcBj2rpfxNdX9v","Whiskey Myers","Broken Window Serenade","Whiskey Myers",51,61,188,"507091"
65,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",48,79,996,"502161"
66,"spotify:track:7d6yK8v8J484SWH5prIQiE","Bad Bunny, Omar Courtz, Dei V","VeLDÁ","Rimas Entertainment LLC.",10,72,98,"502122"
67,"spotify:track:0bxPRWprUVpQK0UFcddkrA","Kehlani","Folded","TSNMI / Atlantic",34,68,187,"500999"
68,"spotify:track:2A5cwtDZpk7RvsPolrF4UL","Don Toliver","Excavator","CactusJack/Donnway/ATL",30,55,5,"497694"
69,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",18,41,474,"496643"
70,"spotify:track:6DH13QYXK7lKkYHSU88N48","Daniel Caesar","Who Knows","Republic Records",28,63,93,"494894"
71,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",1,77,494,"494497"
72,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",19,82,161,"484847"
73,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",1,47,1172,"483222"
74,"spotify:track:0KKkJNfGyhkQ5aFogxQAPU","Bruno Mars","That's What I Like","Atlantic Records",3,58,723,"480506"
75,"spotify:track:3Vd4fHzwS6pBS3muymjiDi","Olivia Dean","Let Alone The One You Love","PLG - Capitol",52,89,107,"476504"
76,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",14,81,371,"475389"
77,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",2,91,1240,"474004"
78,"spotify:track:5UJbgR4XF4y1DvbkxEqe8S","Tate McRae","Sports car","RCA Records Label",5,86,374,"469386"
79,"spotify:track:3cZajhyr8LmtPfHZ9296tj","Disco Lines, Tinashe","No Broke Boys","Nice Life/Atlantic",7,87,232,"464668"
80,"spotify:track:7gF2mPcjipv2hLGHY7bi17","White Noise Radiance, Rain Sounds","Rain Sounds for Sleeping, Pt. 06 (Continuous No Gaps)","Calming Radiance",58,74,5,"459931"
81,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",7,71,846,"457800"
82,"spotify:track:1IHWl5LamUGEuP4ozKQSXZ","Bad Bunny","Tití Me Preguntó","Rimas Entertainment LLC",3,141,443,"455005"
83,"spotify:track:5ihS6UUlyQAfmp48eSkxuQ","Fleetwood Mac","Landslide","Warner Records",17,94,193,"454167"
84,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",4,85,608,"453743"
85,"spotify:track:6K4t31amVTZDgR3sKmwUJJ","Tame Impala","The Less I Know The Better","Universal Music Australia Pty. Ltd.",55,106,1176,"453466"
86,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,100,892,"450962"
87,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,99,818,"449414"
88,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",1,101,668,"447684"
89,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",25,78,951,"446877"
90,"spotify:track:1dByUyyoRKL99fJJ6VCQzb","Tate McRae","TIT FOR TAT","RCA Records Label",1,84,130,"445665"
91,"spotify:track:7AeM1BGYM7emrqmQn1PuWv","Morgan Wallen","I'm The Problem","Big Loud Records / Mercury Records / Republic Records",1,92,368,"442018"
92,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,109,746,"440836"
93,"spotify:track:6r1lboTadi5swMquaAWDzh","BigXthaPlug, Ella Langley","Hell At Night (feat. Ella Langley)","BigXthaPlug under exclusive license to UnitedMasters LLC",19,105,170,"439482"
94,"spotify:track:1xOqGUkyxGQRdCvGpvWKmL","KATSEYE","Gabriela","HYBE/Geffen",26,90,227,"438607"
95,"spotify:track:36vmaZyO0iAE6FZ7287fg2","Olivia Dean","Dive","PLG - Capitol",95,108,50,"436894"
96,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",7,95,2895,"436255"
97,"spotify:track:7FudQLDIYCX6F7ruexVn2X","Ella Langley","Dandelion","SAWGOD/Columbia",32,97,5,"436120"
98,"spotify:track:0TFTAtCYhp2tQ9KcJIZb55","sombr","undressed","Warner Records",2,113,313,"435668"
99,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",58,93,216,"434744"
100,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",34,130,1254,"428763"
101,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",4,120,1382,"427701"
102,"spotify:track:0aB0v4027ukVziUGwVGYpG","Kendrick Lamar, Lefty Gunplay","tv off (feat. lefty gunplay)","pgLang, under exclusive license to Interscope Records",1,125,431,"426947"
103,"spotify:track:3cPoiK69oQ1SdbB2j2ulGm","Olivia Dean","The Hardest Part","PLG - Capitol",103,116,32,"426872"
104,"spotify:track:2xsTsnA5QOFCnFXdEHGkli","A$AP Rocky, Brent Faiyaz","STAY HERE 4 LIFE (feat. Brent Faiyaz)","A$AP Worldwide/RCA Records",6,80,19,"426210"
105,"spotify:track:0l0vcZMU7AOeQmUIREoI2U","Rauw Alejandro, Bad Bunny","Qué Pasaría...","Sony Music Latin/Duars Entertainment",14,102,236,"426194"
106,"spotify:track:23ZdNaFSfH7VdSVU4U0Agb","SIENNA SPIRO","You Stole The Show","Capitol Records",75,110,31,"423249"
107,"spotify:track:5mCPDVBb16L4XQwDdbRUpz","Drake","Passionfruit","Cash Money Records/Young Money Ent./Universal Rec.",1,107,1143,"422349"
108,"spotify:track:7ghKr0pCYyPPyp7t1FH8k4","Childish Gambino","Les","Glassnote - VMG",58,96,291,"421195"
109,"spotify:track:2jCJjRc9mz6VYBMhLy3H9i","Zach Bryan","Plastic Cigarette","Warner Records",6,98,26,"420592"
110,"spotify:track:5IZXB5IKAD2qlvTPJYDCFB","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records / Republic Records",1,122,633,"416526"
111,"spotify:track:5WEF0icHWmAZBBMglBd599","Bad Bunny, Chuwi","WELTiTA","Rimas Entertainment LLC.",16,126,48,"415819"
112,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",38,114,405,"415382"
113,"spotify:track:3kw29NreyBGyArNmYARr63","Don Toliver","Tuition","CactusJack/Donnway/ATL",31,73,5,"412417"
114,"spotify:track:5e9TFTbltYBg2xThimr0rU","Fleetwood Mac","The Chain - 2004 Remaster","Rhino/Warner Records",55,115,234,"411412"
115,"spotify:track:0COqiPhxzoWICwFCS4eZcp","Evanescence","Bring Me To Life","The Bicycle Music Company",72,136,138,"409316"
116,"spotify:track:2gam98EZKrF9XuOkU13ApN","Nelly Furtado, Timbaland","Promiscuous","Mosley / Geffen",28,163,328,"409261"
117,"spotify:track:3Hb28pse82bhnmW9sjTahL","Don Toliver, Teezo Touchdown","All The Signs (feat. Teezo Touchdown)","CactusJack/Donnway/ATL",24,70,5,"405059"
118,"spotify:track:5SruEBX3KpgpDvEcIuN53P","Olivia Dean","Baby Steps","PLG - Capitol",79,119,86,"402496"
119,"spotify:track:4O2rRsoSPb5aN7N3tG6Y3v","Noah Kahan","Northern Attitude","Mercury Records/Republic Records",2,76,181,"401795"
120,"spotify:track:4MUrUT38U98olfnyzMBCzm","Bad Bunny","KLOuFRENS","Rimas Entertainment LLC.",25,150,40,"401697"
121,"spotify:track:2uXlHCUbq9OMUwx3hrk06o","Vance Joy","Riptide","Atlantic Records",52,132,769,"401563"
122,"spotify:track:57Z6TJCTMACXxdrcwZ3Zvf","EsDeeKid, Rico Ace","Phantom","Lizzy Records",20,111,78,"400926"
123,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,140,636,"400193"
124,"spotify:track:2QGVKiAGTa1YcDqPMhAzF7","Mac Miller, Empire Of The Sun","The Spins","Rostrum Records",53,133,1376,"399237"
125,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",50,182,521,"397820"
126,"spotify:track:1uvyZBs4IZYRebHIB1747m","Prince","Purple Rain","Warner Records",13,112,37,"397301"
127,"spotify:track:5UWwZ5lm5PKu6eKsHAGxOk","Foo Fighters","Everlong","RCA Records Label",36,134,930,"395818"
128,"spotify:track:0FMAKUsgIBszj75WEENYDO","Don Toliver","Long Way To Calabasas","CactusJack/Donnway/ATL",22,69,5,"394275"
129,"spotify:track:0uxSUdBrJy9Un0EYoBowng","Lil Uzi Vert","20 Min","Generation Now/Atlantic",45,121,1297,"392940"
130,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",46,117,917,"392711"
131,"spotify:track:0eAuGrXyGFYwur9ARUe7LJ","Malcolm Todd","Earrings","Columbia",100,143,31,"392683"
132,"spotify:track:1osfLqL6L2iQsirRf83ded","Riley Green","Worst Way","Nashville Harbor",34,103,390,"392431"
133,"spotify:track:2fuYa3Lx06QQJAm0MjztKr","Radiohead","Let Down","XL Recordings",42,138,259,"390463"
134,"spotify:track:6tHVEMyRfxGgQuXRzl2yOF","Olivia Dean","I've Seen It","PLG - Capitol",71,123,38,"390146"
135,"spotify:track:35ISBknsCeZQtq66xABI9g","Lola Young","Messy","Universal-Island Records Ltd.",10,170,307,"389183"
136,"spotify:track:33iv3wnGMrrDugd7GBso1z","Lit","My Own Worst Enemy","RCA Records Label",104,127,28,"386633"
137,"spotify:track:6ybZUqlfk938oS6WeBmDab","Treaty Oak Revival","Missed Call","TOR Records",49,124,280,"386319"
138,"spotify:track:0gl5Yt7KlvwIb8LmPHmBTc","Don Toliver, SahBabii","K9 (feat. SahBabii)","CactusJack/Donnway/ATL",33,83,5,"385946"
139,"spotify:track:2M38X60UJnupGPbFTkVPNQ","Brooks & Dunn","Neon Moon","Arista Nashville",69,151,146,"385553"
140,"spotify:track:1G391cbiT3v3Cywg8T7DM1","Red Hot Chili Peppers","Scar Tissue","Warner Records",87,135,294,"384369"
141,"spotify:track:6Jv7kjGkhY2fT4yuBF3aTz","Jeff Buckley","Lover, You Should've Come Over","Columbia/Legacy",49,129,166,"383156"
142,"spotify:track:04emojnbYkrRmv5qtJcgVP","Morgan Wallen, Tate McRae","What I Want (feat. Tate McRae)","Big Loud Records / Mercury Records / Republic Records",1,144,262,"381969"
143,"spotify:track:1Q9Efnm5csdCMFynISxL2x","Bad Bunny, RaiNao","PERFuMITO NUEVO","Rimas Entertainment LLC.",15,147,38,"380651"
144,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",1,152,467,"380369"
145,"spotify:track:6yOHshc12fwMtM74xoy4je","HARDY, Eric Church, Morgan Wallen, Tim McGraw","McArthur","Big Loud Records",21,155,5,"380344"
146,"spotify:track:2uvE4L5ZsYKpv8hbK4TIOt","Leon Thomas","MUTT","EZMNY Records/Motown Records",31,156,295,"378608"
147,"spotify:track:2cEnKRR4dYBB2VA1mjlb1z","YoungBoy Never Broke Again","Nevada","Never Broke Again, LLC",38,146,153,"374919"
148,"spotify:track:736PP5LTtREkDgktNmX3Gu","Daniel Caesar","Superpowers","Republic Records",73,162,156,"374332"
149,"spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn","Rihanna","Don't Stop The Music","Def Jam Recordings",26,128,108,"374236"
150,"spotify:track:3jnYCrF7UpSYAwwy1URW8d","A$AP Rocky, Imogen Heap, Clams Casino","I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","A$AP Worldwide/RCA Records",66,139,344,"373670"
151,"spotify:track:7DfFc7a6Rwfi3YQMRbDMau","Frank Ocean","Thinkin Bout You","Red Zone Entertainment / IDJ",36,161,559,"372028"
152,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",1,131,643,"370773"
153,"spotify:track:588gFLoYJdlQ9zLSuR3IpJ","Don Toliver","TMU","CactusJack/Donnway/ATL",42,104,5,"370746"
154,"spotify:track:5oO3drDxtziYU2H1X23ZIp","Rihanna","Love On The Brain","Roc Nation / Rihanna",11,186,303,"369705"
155,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",55,142,1607,"368300"
156,"spotify:track:1LzNfuep1bnAUR9skqdHCK","Mazzy Star","Fade Into You","Capitol Records",74,179,207,"367135"
157,"spotify:track:1qRV1dKLOfH1s00b9J2LUQ","Zara Larsson","Midnight Sun","Sommer House/Epic",157,171,15,"364694"
158,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",35,157,1157,"364554"
159,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",3,153,1697,"364019"
160,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit","Geffen",86,178,637,"363973"
161,"spotify:track:7tI8dRuH2Yc6RuoTjxo4dU","Jimin","Who","BIGHIT MUSIC",1,-1,532,"361987"
162,"spotify:track:5EcG8eMMlwkHRVa4aTR1qd","Rihanna","Breakin' Dishes","Def Jam Recordings",41,173,243,"361092"
163,"spotify:track:3fjmSxt0PskST13CSdBUFx","Linkin Park","Somewhere I Belong","Warner Records",67,164,55,"360319"
164,"spotify:track:5xEDRg4tI8ixoAvbrupsEg","Don Toliver","Sweet Home","CactusJack/Donnway/ATL",50,118,5,"358326"
165,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",3,172,225,"357896"
166,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",1,160,657,"357509"
167,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",9,166,1065,"357187"
168,"spotify:track:2XHzzp1j4IfTNp1FTn7YFg","Lil Wayne, Drake, Future","Love Me","CM/Republic",68,181,640,"355333"
169,"spotify:track:59c2xv2kMzYM6HR9oY6BIa","Malcolm Todd","Sweet Boy","Columbia",109,137,37,"354824"
170,"spotify:track:1oAwsWBovWRIp7qLMGPIet","Cigarettes After Sex","Apocalypse","Partisan Records",42,193,1001,"354420"
171,"spotify:track:4osgfFTICMkcGbbigdsa53","Frank Ocean","Novacane","Red Zone Entertainment / IDJ",82,-1,354,"354041"
172,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",17,-1,1619,"353721"
173,"spotify:track:43iIQbw5hx986dUEZbr3eN","Laufey","From The Start","Laufey",30,159,670,"353252"
174,"spotify:track:3dYD57lRAUcMHufyqn9GcI","Hozier","Take Me to Church","Columbia",53,177,739,"351989"
175,"spotify:track:5AEOqLsRJFAoSS4ay4Jzao","Nirvana","Come As You Are","Geffen",119,168,234,"351114"
176,"spotify:track:2ipIPsgrgd0j2beDf4Ki70","Benson Boone","Mystical Magical","Night Street Records, Inc./Warner Records Inc.",5,180,273,"350877"
177,"spotify:track:5SkRLpaGtvYPhw02vZhQQ9","Kanye West, Syleena Johnson","All Falls Down","Roc-A-Fella",105,-1,120,"350776"
178,"spotify:track:1NXbNEAcPvY5G1xvfN57aA","Tame Impala","Dracula","Columbia",9,175,129,"350227"
179,"spotify:track:0y60itmpH0aPKsFiGxmtnh","WILLOW","Wait a Minute!","Roc Nation W Smith P&D",12,169,405,"349700"
180,"spotify:track:2LMkwUfqC6S6s6qDVlEuzV","Frank Ocean","White Ferrari","Boys Don't Cry",51,183,343,"348912"
181,"spotify:track:66YywMJbAgzQrGkFKjnSsK","Olivia Dean","Ok Love You Bye","AMF Records",167,167,2,"346281"
182,"spotify:track:6rY5FAWxCdAGllYEOZMbjW","Joji","SLOW DANCING IN THE DARK","88rising Music",26,145,1588,"345923"
183,"spotify:track:6eT7xZZlB2mwyzJ2sUKG6w","Post Malone","White Iverson","Mercury Records/Republic Owned",56,191,600,"345356"
184,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",23,190,1223,"344635"
185,"spotify:track:2uwnP6tZVVmTovzX5ELooy","J. Cole, Miguel","Power Trip (feat. Miguel)","Roc Nation LLC",126,-1,60,"344478"
186,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,176,400,"344022"
187,"spotify:track:59dLtGBS26x7kc0rHbaPrq","B.o.B, Bruno Mars","Nothin' on You (feat. Bruno Mars)","Rebel Rock/Grand Hustle/Atlantic",43,-1,25,"343132"
188,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",15,-1,699,"338290"
189,"spotify:track:1zM8S2pnIclcdTmrfFnWtX","Hudson Westbrook","House Again","River House Artists/Warner Records Nashville",53,192,296,"338177"
190,"spotify:track:4rMNgxEwGWoPHIUcvB5BrB","Bruno Mars","It Will Rain","Chop Shop/Atlantic",50,-1,29,"338165"
191,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",23,184,1063,"337251"
192,"spotify:track:4YmsnZcxHEGEqHB3K0vdt0","Ty Dolla $ign, Quavo, Juicy J","DON'T KILL THE PARTY (feat. Quavo & Juicy J)","Atlantic Records",111,197,31,"335530"
