rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
36,"spotify:track:4gfrYDtaRmp6HPvN80V2ob","Morgan Wallen","I Got Better","Big Loud Records / Mercury Records / Republic Records",4,19,260,"677190"
37,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",9,21,610,"653290"
38,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",9,22,694,"650920"
39,"spotify:track:2d8JP84HNLKhmd6IYOoupQ","Fetty Wap","Trap Queen","300 Entertainment/RGF Productions",12,20,113,"650279"
40,"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Fleetwood Mac","Dreams - 2004 Remaster","Rhino/Warner Records",6,18,1849,"648071"
41,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",13,25,1781,"622253"
42,"spotify:track:588gFLoYJdlQ9zLSuR3IpJ","Don Toliver","TMU","CactusJack/Donnway/ATL",42,-1,1,"618897"
43,"spotify:track:04ld6agKMq46IDG1THZqTe","Melanie Martinez","POSSESSION","Atlantic Records",24,24,2,"614632"
44,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",18,28,470,"606302"
45,"spotify:track:0cQVqPuHQP4KEwc7ZUQmj6","The Neighbourhood","Sweater Weather","Columbia",7,23,1986,"605112"
46,"spotify:track:1rIKgCH4H52lrvDcz50hS8","Zara Larsson","Lush Life","Epic/Record Company TEN",14,29,41,"599750"
47,"spotify:track:2lTm559tuIvatlT1u0JYG2","Bad Bunny","BAILE INoLVIDABLE","Rimas Entertainment LLC.",2,38,381,"589018"
48,"spotify:track:19cgfclwwxsGGwaEbOn0B2","Don Toliver","Pleasure’s Mine","CactusJack/Donnway/ATL",48,-1,1,"575360"
49,"spotify:track:2A22iI0x4EYAVXNpKPhNEM","Ella Langley","weren't for the wind","SAWGOD/Columbia",10,32,290,"567612"
50,"spotify:track:5xEDRg4tI8ixoAvbrupsEg","Don Toliver","Sweet Home","CactusJack/Donnway/ATL",50,-1,1,"565427"
51,"spotify:track:2za9t2qpWyUpIhnJcwopPt","Luke Combs","Sleepless in a Hotel Room","Columbia Nashville",11,41,24,"563747"
52,"spotify:track:3yWuTOYDztXjZxdE2cIRUa","Taylor Swift","Opalite","Taylor Swift",2,37,119,"562560"
53,"spotify:track:03tqyYWC9Um2ZqU0ZN849H","Waka Flocka Flame, Roscoe Dash, Wale","No Hands (feat. Roscoe Dash & Wale)","Asylum/Warner Records",27,34,316,"562162"
54,"spotify:track:6LxSe8YmdPxy095Ux6znaQ","Drake","Headlines","Cash Money Records/Young Money Ent./Universal Rec.",22,26,321,"554998"
55,"spotify:track:21IYMdzTrzSe191Cy5eMap","Gigi Perez","Sailor Song","Outtahere, LLC / Island Records",3,30,549,"546070"
56,"spotify:track:6DH13QYXK7lKkYHSU88N48","Daniel Caesar","Who Knows","Republic Records",28,33,89,"545173"
57,"spotify:track:0KKkJNfGyhkQ5aFogxQAPU","Bruno Mars","That's What I Like","Atlantic Records",3,42,719,"538703"
58,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",2,39,623,"535887"
59,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",1,49,532,"534868"
60,"spotify:track:4WFgvKVfEhb3IUAFGrutTR","Ravyn Lenae","Love Me Not","Atlantic Records",5,44,327,"534025"
61,"spotify:track:312z6PZ8wwREck8613PkJk","Olivia Dean","A Couple Minutes","PLG - Capitol",20,35,90,"533311"
62,"spotify:track:3siwsiaEoU4Kuuc9WKMUy5","The Marías","No One Noticed","Nice Life/Atlantic",4,27,532,"523039"
63,"spotify:track:3cZajhyr8LmtPfHZ9296tj","Disco Lines, Tinashe","No Broke Boys","Nice Life/Atlantic",7,51,228,"521356"
64,"spotify:track:2xsTsnA5QOFCnFXdEHGkli","A$AP Rocky, Brent Faiyaz","STAY HERE 4 LIFE (feat. Brent Faiyaz)","A$AP Worldwide/RCA Records",6,46,15,"516078"
65,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",14,45,367,"515737"
66,"spotify:track:05od2qm2MTSKCHxy1GBp5W","sombr","12 to 12","Warner Records",11,40,185,"503948"
67,"spotify:track:3sK8wGT43QFpWrvNQsrQya","Bad Bunny","DtMF","Rimas Entertainment LLC.",1,54,390,"503932"
68,"spotify:track:7D0RhFcb3CrfPuTJ0obrod","Coldplay","Sparks","Parlophone UK",20,31,573,"502566"
69,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",7,48,842,"495514"
70,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",19,60,157,"494756"
71,"spotify:track:0bxPRWprUVpQK0UFcddkrA","Kehlani","Folded","TSNMI / Atlantic",34,65,183,"493678"
72,"spotify:track:1VOSSXuWRcBj2rpfxNdX9v","Whiskey Myers","Broken Window Serenade","Whiskey Myers",51,56,184,"487870"
73,"spotify:track:6r1lboTadi5swMquaAWDzh","BigXthaPlug, Ella Langley","Hell At Night (feat. Ella Langley)","BigXthaPlug under exclusive license to UnitedMasters LLC",19,69,166,"487213"
74,"spotify:track:2jCJjRc9mz6VYBMhLy3H9i","Zach Bryan","Plastic Cigarette","Warner Records",6,59,22,"486467"
75,"spotify:track:0FIDCNYYjNvPVimz5icugS","The Weeknd, Playboi Carti","Timeless (feat Playboi Carti)","XO / Republic Records",1,55,490,"482138"
76,"spotify:track:5UJbgR4XF4y1DvbkxEqe8S","Tate McRae","Sports car","RCA Records Label",5,63,370,"476208"
77,"spotify:track:5ihS6UUlyQAfmp48eSkxuQ","Fleetwood Mac","Landslide","Warner Records",17,36,189,"475791"
78,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,47,888,"472557"
79,"spotify:track:0InIeZW4P6VO7dUGRM4AKH","The Marías","Sienna","Nice Life/Atlantic",12,43,217,"471786"
80,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",2,70,1236,"463964"
81,"spotify:track:7gF2mPcjipv2hLGHY7bi17","White Noise Radiance, Rain Sounds","Rain Sounds for Sleeping, Pt. 06 (Continuous No Gaps)","Calming Radiance",81,-1,1,"461788"
82,"spotify:track:2CGNAOSuO1MEFCbBRgUzjd","Kendrick Lamar, SZA","luther (with sza)","pgLang, under exclusive license to Interscope Records",1,68,434,"457968"
83,"spotify:track:0d28khcov6AiegSCpG5TuT","Gorillaz, De La Soul","Feel Good Inc.","Parlophone UK",38,90,401,"454907"
84,"spotify:track:7AeM1BGYM7emrqmQn1PuWv","Morgan Wallen","I'm The Problem","Big Loud Records / Mercury Records / Republic Records",1,67,364,"448886"
85,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",4,52,1378,"446950"
86,"spotify:track:7B3BwNecBhKvNwSMOOl7Gk","Addison Rae","Fame is a Gun","Columbia",20,57,84,"445243"
87,"spotify:track:3xkHsmpQCBMytMJNiDf3Ii","Benson Boone","Beautiful Things","Night Street Records, Inc./Warner Records Inc.",1,81,742,"444940"
88,"spotify:track:7ghKr0pCYyPPyp7t1FH8k4","Childish Gambino","Les","Glassnote - VMG",58,62,287,"442184"
89,"spotify:track:7yNf9YjeO5JXUE3JEBgnYc","Dominic Fike","Babydoll","Columbia",58,79,212,"441905"
90,"spotify:track:6393yGahSJ9slVdOwSxOVR","Chappell Roan","Pink Pony Club","Chappell Roan PS/ Island",4,71,604,"440999"
91,"spotify:track:17phhZDn6oGtzMe56NuWvj","Teddy Swims","Lose Control","Warner Records",5,73,814,"440834"
92,"spotify:track:1uvyZBs4IZYRebHIB1747m","Prince","Purple Rain","Warner Records",13,53,33,"440409"
93,"spotify:track:2QGVKiAGTa1YcDqPMhAzF7","Mac Miller, Empire Of The Sun","The Spins","Rostrum Records",53,66,1372,"439360"
94,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",25,82,947,"438264"
95,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",7,58,2891,"436607"
96,"spotify:track:57Z6TJCTMACXxdrcwZ3Zvf","EsDeeKid, Rico Ace","Phantom","Lizzy Records",20,74,74,"434444"
97,"spotify:track:6K4t31amVTZDgR3sKmwUJJ","Tame Impala","The Less I Know The Better","Universal Music Australia Pty. Ltd.",55,77,1172,"434338"
98,"spotify:track:5IZXB5IKAD2qlvTPJYDCFB","Post Malone, Morgan Wallen","I Had Some Help (Feat. Morgan Wallen)","Mercury Records / Republic Records",1,129,629,"431964"
99,"spotify:track:0uxSUdBrJy9Un0EYoBowng","Lil Uzi Vert","20 Min","Generation Now/Atlantic",45,61,1293,"431260"
100,"spotify:track:5e9TFTbltYBg2xThimr0rU","Fleetwood Mac","The Chain - 2004 Remaster","Rhino/Warner Records",55,72,230,"431012"
101,"spotify:track:2BwO5K8Q7EPAJSGze3AAh9","Sabrina Carpenter","Manchild","Island Records",1,78,238,"430854"
102,"spotify:track:6Jv7kjGkhY2fT4yuBF3aTz","Jeff Buckley","Lover, You Should've Come Over","Columbia/Legacy",49,64,162,"430395"
103,"spotify:track:23ZdNaFSfH7VdSVU4U0Agb","SIENNA SPIRO","You Stole The Show","Capitol Records",75,86,27,"429132"
104,"spotify:track:2gam98EZKrF9XuOkU13ApN","Nelly Furtado, Timbaland","Promiscuous","Mosley / Geffen",28,84,324,"421347"
105,"spotify:track:5mCPDVBb16L4XQwDdbRUpz","Drake","Passionfruit","Cash Money Records/Young Money Ent./Universal Rec.",1,83,1139,"417907"
106,"spotify:track:1osfLqL6L2iQsirRf83ded","Riley Green","Worst Way","Nashville Harbor",34,112,386,"414643"
107,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",3,100,367,"412986"
108,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",48,76,992,"409292"
109,"spotify:track:1xOqGUkyxGQRdCvGpvWKmL","KATSEYE","Gabriela","HYBE/Geffen",26,102,223,"409162"
110,"spotify:track:04emojnbYkrRmv5qtJcgVP","Morgan Wallen, Tate McRae","What I Want (feat. Tate McRae)","Big Loud Records / Mercury Records / Republic Records",1,106,258,"409072"
111,"spotify:track:2uXlHCUbq9OMUwx3hrk06o","Vance Joy","Riptide","Atlantic Records",52,75,765,"404370"
112,"spotify:track:0COqiPhxzoWICwFCS4eZcp","Evanescence","Bring Me To Life","The Bicycle Music Company",72,85,134,"403885"
113,"spotify:track:6ybZUqlfk938oS6WeBmDab","Treaty Oak Revival","Missed Call","TOR Records",49,88,276,"403299"
114,"spotify:track:6J5kc12BW5HuP3d7C3vvx8","Bad Bunny","EoO","Rimas Entertainment LLC.",10,113,328,"398191"
115,"spotify:track:1G391cbiT3v3Cywg8T7DM1","Red Hot Chili Peppers","Scar Tissue","Warner Records",87,87,290,"397996"
116,"spotify:track:5UWwZ5lm5PKu6eKsHAGxOk","Foo Fighters","Everlong","RCA Records Label",36,94,926,"397888"
117,"spotify:track:2M38X60UJnupGPbFTkVPNQ","Brooks & Dunn","Neon Moon","Arista Nashville",69,145,142,"397619"
118,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",34,98,1250,"394190"
119,"spotify:track:1Jo0Zg7XlrA6z0mFTZVdkn","Rihanna","Don't Stop The Music","Def Jam Recordings",26,146,104,"393243"
120,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",50,103,517,"391640"
121,"spotify:track:2fuYa3Lx06QQJAm0MjztKr","Radiohead","Let Down","XL Recordings",42,97,255,"391402"
122,"spotify:track:0WbMK4wrZ1wFSty9F7FCgu","Chappell Roan","Good Luck, Babe!","Chappell Roan PS/ Island",1,93,664,"391259"
123,"spotify:track:2UikqkwBv7aIvlixeVXHWt","Chris Stapleton","You Should Probably Leave","Mercury Nashville",46,80,913,"391151"
124,"spotify:track:1dByUyyoRKL99fJJ6VCQzb","Tate McRae","TIT FOR TAT","RCA Records Label",1,99,126,"389356"
125,"spotify:track:59dLtGBS26x7kc0rHbaPrq","B.o.B, Bruno Mars","Nothin' on You (feat. Bruno Mars)","Rebel Rock/Grand Hustle/Atlantic",43,91,22,"388973"
126,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",1,115,1168,"384776"
127,"spotify:track:5EcG8eMMlwkHRVa4aTR1qd","Rihanna","Breakin' Dishes","Def Jam Recordings",41,125,239,"384738"
128,"spotify:track:3jnYCrF7UpSYAwwy1URW8d","A$AP Rocky, Imogen Heap, Clams Casino","I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino)","A$AP Worldwide/RCA Records",66,92,340,"383580"
129,"spotify:track:33iv3wnGMrrDugd7GBso1z","Lit","My Own Worst Enemy","RCA Records Label",104,111,24,"382908"
130,"spotify:track:2cEnKRR4dYBB2VA1mjlb1z","YoungBoy Never Broke Again","Nevada","Never Broke Again, LLC",38,116,149,"382639"
131,"spotify:track:6AI3ezQ4o3HUoP6Dhudph3","Kendrick Lamar","Not Like Us","Kendrick Lamar, under exclusive license to Interscope Records",1,135,632,"382458"
132,"spotify:track:7gKxCvTDWwV9wBhdeBbr3l","Olivia Dean","Nice To Each Other","PLG - Capitol",24,89,152,"381092"
133,"spotify:track:0TFTAtCYhp2tQ9KcJIZb55","sombr","undressed","Warner Records",2,96,309,"379391"
134,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit","Geffen",86,107,633,"378877"
135,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",8,120,305,"378227"
136,"spotify:track:3fjmSxt0PskST13CSdBUFx","Linkin Park","Somewhere I Belong","Warner Records",67,119,51,"377401"
137,"spotify:track:3fqwjXwUGN6vbzIwvyFMhx","Chris Stapleton","Tennessee Whiskey","Mercury Nashville",55,105,1603,"376849"
138,"spotify:track:02sy7FAs8dkDNYsHp4Ul3f","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Soda Pop","K-Pop Demon Hunters",3,140,221,"375969"
139,"spotify:track:4VxTzYm00mg82MuoT35Ja7","Tyla","CHANEL","Epic",23,186,52,"375927"
140,"spotify:track:0y60itmpH0aPKsFiGxmtnh","WILLOW","Wait a Minute!","Roc Nation W Smith P&D",12,117,401,"375491"
141,"spotify:track:3QaPy1KgI7nu9FJEQUgn6h","Billie Eilish","WILDFLOWER","Darkroom/Interscope Records",10,110,622,"375413"
142,"spotify:track:5fZJQrFKWQLb7FpJXZ1g7K","Shaboozey","A Bar Song (Tipsy)","American Dogwood / EMPIRE",1,149,653,"372538"
143,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",23,124,1059,"371045"
144,"spotify:track:4O2rRsoSPb5aN7N3tG6Y3v","Noah Kahan","Northern Attitude","Mercury Records/Republic Records",2,161,177,"370841"
145,"spotify:track:2XHzzp1j4IfTNp1FTn7YFg","Lil Wayne, Drake, Future","Love Me","CM/Republic",68,109,636,"368480"
146,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",8,95,934,"368284"
147,"spotify:track:2iyMHe42Q6bY0mKp29KaHw","John Summit","LIGHTS GO OUT","Experts Only/Darkroom Records",147,-1,1,"367410"
148,"spotify:track:7fEoXCZTZFosUFvFQg1BmW","King Von","Took Her To The O","Forever and a Day, LLC / EMPIRE",25,118,241,"367307"
149,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",17,-1,1617,"366010"
150,"spotify:track:0eAuGrXyGFYwur9ARUe7LJ","Malcolm Todd","Earrings","Columbia",100,130,27,"365335"
151,"spotify:track:3e32UUqXzrI4g2y5kNZrwC","Peso Pluma, Tito Double P","dopamina","Double P Records",32,155,33,"363746"
152,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","The Weeknd/Lyric",3,181,1077,"363656"
153,"spotify:track:5BZsQlgw21vDOAjoqkNgKb","Justin Bieber","DAISIES","JRC Entertainment, LLC / ILH Production Co. LLC / Def Jam Recordings",1,101,200,"362907"
154,"spotify:track:2HRqTpkrJO5ggZyyK6NPWz","Sabrina Carpenter","Espresso","Island Records",1,159,639,"362214"
155,"spotify:track:3ZOEytgrvLwQaqXreDs2Jx","Red Hot Chili Peppers","Can't Stop","Warner Records",133,133,73,"360554"
156,"spotify:track:1zM8S2pnIclcdTmrfFnWtX","Hudson Westbrook","House Again","River House Artists/Warner Records Nashville",53,153,292,"359443"
157,"spotify:track:3Vd4fHzwS6pBS3muymjiDi","Olivia Dean","Let Alone The One You Love","PLG - Capitol",52,138,103,"359082"
158,"spotify:track:4YmsnZcxHEGEqHB3K0vdt0","Ty Dolla $ign, Quavo, Juicy J","DON'T KILL THE PARTY (feat. Quavo & Juicy J)","Atlantic Records",111,160,28,"358324"
159,"spotify:track:7ne4VBA60CxGM75vw0EYad","Gracie Abrams","That’s So True","Gracie Abrams, under exclusive license to Interscope Records",1,137,463,"358048"
160,"spotify:track:1QFh8OH1e78dGd3VyJZCAC","The Cure","Boys Don't Cry - Single Version","Rhino/Elektra",81,182,16,"357545"
161,"spotify:track:5oO3drDxtziYU2H1X23ZIp","Rihanna","Love On The Brain","Roc Nation / Rihanna",11,132,299,"356790"
162,"spotify:track:6tHVEMyRfxGgQuXRzl2yOF","Olivia Dean","I've Seen It","PLG - Capitol",71,-1,36,"354560"
163,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",35,121,1153,"354479"
164,"spotify:track:1I37Zz2g3hk9eWxaNkj031","Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast","Your Idol","K-Pop Demon Hunters",1,164,222,"354458"
165,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",3,141,1693,"354043"
166,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,-1,800,"353481"
167,"spotify:track:5AEOqLsRJFAoSS4ay4Jzao","Nirvana","Come As You Are","Geffen",119,196,230,"351906"
168,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",15,172,698,"350448"
169,"spotify:track:2ipIPsgrgd0j2beDf4Ki70","Benson Boone","Mystical Magical","Night Street Records, Inc./Warner Records Inc.",5,131,269,"350364"
170,"spotify:track:736PP5LTtREkDgktNmX3Gu","Daniel Caesar","Superpowers","Republic Records",73,114,152,"349631"
171,"spotify:track:1LzNfuep1bnAUR9skqdHCK","Mazzy Star","Fade Into You","Capitol Records",74,122,203,"349049"
172,"spotify:track:1NXbNEAcPvY5G1xvfN57aA","Tame Impala","Dracula","Columbia",9,147,125,"348908"
173,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",22,144,971,"348021"
174,"spotify:track:43iIQbw5hx986dUEZbr3eN","Laufey","From The Start","Laufey",30,127,666,"346882"
175,"spotify:track:5sBDrrtLGbV64QJnEqfjer","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","What It Sounds Like","K-Pop Demon Hunters",5,171,220,"345427"
176,"spotify:track:6eT7xZZlB2mwyzJ2sUKG6w","Post Malone","White Iverson","Mercury Records/Republic Owned",56,185,596,"344392"
177,"spotify:track:4rMNgxEwGWoPHIUcvB5BrB","Bruno Mars","It Will Rain","Chop Shop/Atlantic",50,128,26,"343788"
178,"spotify:track:4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","Warner Records",7,104,581,"342609"
179,"spotify:track:1oAwsWBovWRIp7qLMGPIet","Cigarettes After Sex","Apocalypse","Partisan Records",42,123,997,"340466"
180,"spotify:track:583dMdiUquLMenarTp7PQm","Morgan Wallen","Last Night","Morgan Wallen",1,156,1059,"338338"
181,"spotify:track:2LawezPeJhN4AWuSB0GtAU","Creedence Clearwater Revival","Have You Ever Seen The Rain","Craft Recordings",77,-1,272,"338312"
182,"spotify:track:7BKLCZ1jbUBVqRi2FVlTVw","The Chainsmokers, Halsey","Closer","Disruptor Records/Columbia",4,175,553,"337810"
183,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",9,139,1061,"337758"
184,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",50,150,217,"336390"
185,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",23,151,1219,"335610"
186,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",13,167,134,"335034"
187,"spotify:track:3Q4gttWQ6hxqWOa3tHoTNi","Drake, Chris Brown","Not You Too (feat. Chris Brown)","OVO",8,134,74,"334667"
188,"spotify:track:0BUvxX1tTOSJcsn6Y24Bsp","Zach Bryan","Say Why","Warner Records",19,148,22,"334591"
189,"spotify:track:3RXUgPNIbUgFxsDWuBQEt6","HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast","How It’s Done","K-Pop Demon Hunters",4,189,219,"334367"
190,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",46,154,179,"334271"
191,"spotify:track:7fBv7CLKzipRk6EC6TWHOB","The Weeknd","The Hills","The Weeknd/Lyric",7,176,957,"334154"
192,"spotify:track:59c2xv2kMzYM6HR9oY6BIa","Malcolm Todd","Sweet Boy","Columbia",109,157,34,"332135"
