timestamp,price
2025-04-21 12:00:13.316029+00:00,17
2025-04-21 12:04:09.673833+00:00,24
2025-04-21 12:06:19.935766+00:00,24
2025-04-21 12:07:01.753743+00:00,24
2025-04-21 12:21:19.859496+00:00,16
2025-04-21 12:25:09.760188+00:00,16
2025-04-21 12:25:50.974047+00:00,18
2025-04-21 12:43:39.260709+00:00,17
2025-04-21 12:48:29.736535+00:00,17
2025-04-21 12:48:32.755484+00:00,17
2025-04-21 12:57:18.153543+00:00,17
2025-04-21 13:04:36.577499+00:00,17
2025-04-21 13:08:53.035475+00:00,17
2025-04-21 13:09:21.196044+00:00,17
2025-04-21 13:09:39.455278+00:00,17
2025-04-21 13:13:54.834849+00:00,17
2025-04-21 13:13:55.213839+00:00,19
2025-04-21 13:14:35.715235+00:00,18
2025-04-21 13:14:35.735097+00:00,18
2025-04-21 13:14:54.796967+00:00,18
2025-04-21 13:14:54.895521+00:00,18
2025-04-21 13:14:55.076074+00:00,18
2025-04-21 13:14:55.094980+00:00,18
2025-04-21 13:14:55.554647+00:00,18
2025-04-21 13:14:55.555291+00:00,18
2025-04-21 13:17:35.798447+00:00,18
2025-04-21 13:19:21.681137+00:00,18
2025-04-21 13:19:47.107736+00:00,18
2025-04-21 13:19:47.735801+00:00,18
2025-04-21 13:21:08.475005+00:00,18
2025-04-21 13:21:21.736552+00:00,18
2025-04-21 13:21:21.914825+00:00,18
2025-04-21 13:21:38.394984+00:00,18
2025-04-21 13:21:38.414885+00:00,18
2025-04-21 13:21:50.275050+00:00,18
2025-04-21 13:21:50.296483+00:00,18
2025-04-21 13:21:50.675619+00:00,18
2025-04-21 13:21:50.695091+00:00,18
2025-04-21 13:21:51.314034+00:00,18
2025-04-21 13:21:51.335994+00:00,18
2025-04-21 13:21:58.975689+00:00,18
2025-04-21 13:23:27.295114+00:00,18
2025-04-21 13:28:13.434295+00:00,18
2025-04-21 13:28:13.455423+00:00,18
2025-04-21 13:29:37.815133+00:00,18
2025-04-21 13:29:37.834450+00:00,18
2025-04-21 13:29:37.916397+00:00,18
2025-04-21 13:29:42.994309+00:00,18
2025-04-21 13:30:00.374798+00:00,18
2025-04-21 13:30:00.394253+00:00,18
2025-04-21 13:30:45.585758+00:00,18
2025-04-21 13:30:46.433962+00:00,18
2025-04-21 13:33:27.654265+00:00,18
2025-04-21 13:33:28.114400+00:00,20
2025-04-21 13:34:04.177626+00:00,19
2025-04-21 13:38:00.433851+00:00,19
2025-04-21 13:38:01.294359+00:00,19
2025-04-21 13:38:10.914681+00:00,19
2025-04-21 13:38:11.174933+00:00,19
2025-04-21 13:38:15.178111+00:00,19
2025-04-21 13:43:29.117362+00:00,25
2025-04-21 13:44:11.394933+00:00,19
2025-04-21 13:55:35.315308+00:00,19
2025-04-21 14:00:43.754995+00:00,19
2025-04-21 14:01:06.015793+00:00,19
2025-04-21 14:01:06.294891+00:00,19
2025-04-21 14:01:20.736760+00:00,19
2025-04-21 14:01:21.559610+00:00,19
2025-04-21 14:02:16.794673+00:00,19
2025-04-21 14:02:18.413205+00:00,19
2025-04-21 14:02:20.254072+00:00,19
2025-04-21 14:02:21.414587+00:00,19
2025-04-21 14:02:38.275353+00:00,19
2025-04-21 14:02:39.854731+00:00,19
2025-04-21 14:03:04.814553+00:00,19
2025-04-21 14:03:10.074870+00:00,19
2025-04-21 14:03:31.835068+00:00,20
2025-04-21 14:03:38.054939+00:00,20
2025-04-21 14:03:40.574493+00:00,20
2025-04-21 14:06:32.294717+00:00,20
2025-04-21 14:19:51.013716+00:00,20
2025-04-21 14:20:00.815334+00:00,18
2025-04-21 14:20:02.034667+00:00,24
2025-04-21 14:20:02.034992+00:00,24
2025-04-21 14:20:02.875095+00:00,24
2025-04-21 14:20:02.875421+00:00,30
2025-04-21 14:21:42.354139+00:00,22
2025-04-21 14:22:15.941184+00:00,20
2025-04-21 14:25:38.735101+00:00,20
2025-04-21 14:25:38.753347+00:00,20
2025-04-21 14:25:39.734078+00:00,20
2025-04-21 14:25:40.733717+00:00,20
2025-04-21 14:27:02.738056+00:00,14
2025-04-21 14:27:03.635034+00:00,14
2025-04-21 14:27:04.295949+00:00,14
2025-04-21 14:27:06.394624+00:00,14
2025-04-21 14:27:06.974418+00:00,14
2025-04-21 14:27:37.400227+00:00,14
2025-04-21 14:27:43.939419+00:00,14
2025-04-21 14:27:47.474432+00:00,14
2025-04-21 14:27:54.994079+00:00,14
2025-04-21 14:27:55.014371+00:00,14
2025-04-21 14:27:56.577573+00:00,14
2025-04-21 14:27:56.594893+00:00,14
2025-04-21 14:27:58.184415+00:00,14
2025-04-21 14:27:58.194442+00:00,14
2025-04-21 14:28:04.538218+00:00,14
2025-04-21 14:28:04.539634+00:00,14
2025-04-21 14:28:07.116055+00:00,14
2025-04-21 14:28:07.154318+00:00,14
2025-04-21 14:28:35.974472+00:00,14
2025-04-21 14:28:46.114794+00:00,14
2025-04-21 14:29:04.735083+00:00,14
2025-04-21 14:29:26.853877+00:00,16
2025-04-21 14:30:04.493736+00:00,15
2025-04-21 14:31:37.354907+00:00,16
2025-04-21 14:31:50.615554+00:00,13
2025-04-21 14:31:51.473972+00:00,17
2025-04-21 14:32:05.454401+00:00,14
2025-04-21 14:32:11.833946+00:00,14
2025-04-21 14:32:12.834972+00:00,14
2025-04-21 14:32:14.554671+00:00,14
2025-04-21 14:32:16.194339+00:00,14
2025-04-21 14:32:29.515046+00:00,16
2025-04-21 14:32:30.513843+00:00,16
2025-04-21 14:34:02.555375+00:00,13
2025-04-21 14:35:48.595849+00:00,13
2025-04-21 14:36:06.575370+00:00,17
2025-04-21 14:36:08.575209+00:00,17
2025-04-21 14:36:09.575328+00:00,17
2025-04-21 14:36:11.174702+00:00,14
2025-04-21 14:36:11.195058+00:00,14
2025-04-21 14:36:12.117201+00:00,14
2025-04-21 14:36:12.133961+00:00,14
2025-04-21 14:36:14.176846+00:00,14
2025-04-21 14:36:14.194470+00:00,14
2025-04-21 14:36:16.415954+00:00,14
2025-04-21 14:36:16.715427+00:00,14
2025-04-21 14:36:16.936032+00:00,14
2025-04-21 14:36:18.236363+00:00,14
2025-04-21 14:36:18.435370+00:00,14
2025-04-21 14:36:19.215674+00:00,14
2025-04-21 14:36:19.314558+00:00,14
2025-04-21 14:37:03.534359+00:00,14
2025-04-21 14:37:03.574893+00:00,14
2025-04-21 14:37:16.521643+00:00,14
2025-04-21 14:37:16.714215+00:00,14
2025-04-21 14:37:17.419302+00:00,14
2025-04-21 14:37:28.155355+00:00,14
2025-04-21 14:38:34.754889+00:00,14
2025-04-21 14:38:36.774840+00:00,14
2025-04-21 14:38:43.674543+00:00,14
2025-04-21 14:38:45.335678+00:00,14
2025-04-21 14:38:47.235545+00:00,14
2025-04-21 14:38:48.313864+00:00,14
2025-04-21 14:38:57.874326+00:00,16
2025-04-21 14:39:01.874339+00:00,16
2025-04-21 14:39:30.875636+00:00,15
2025-04-21 14:40:04.893769+00:00,16
2025-04-21 14:41:43.774414+00:00,13
2025-04-21 14:41:44.014211+00:00,17
2025-04-21 14:41:50.855575+00:00,14
2025-04-21 14:41:51.013944+00:00,18
2025-04-21 14:41:51.014361+00:00,18
2025-04-21 14:42:02.335009+00:00,15
2025-04-21 14:42:02.859162+00:00,15
2025-04-21 14:42:21.034921+00:00,15
2025-04-21 14:42:46.955352+00:00,15
2025-04-21 14:42:46.956001+00:00,15
2025-04-21 14:42:54.254817+00:00,15
2025-04-21 14:43:30.675106+00:00,15
2025-04-21 14:43:30.695999+00:00,15
