0,1
2025-04-21 12:06:19.936182+00:00,16
2025-04-21 12:06:49.160951+00:00,16
2025-04-21 12:06:49.178566+00:00,16
2025-04-21 12:16:28.674960+00:00,16
2025-04-21 12:20:14.647532+00:00,16
2025-04-21 12:21:19.859496+00:00,16
2025-04-21 12:39:31.144829+00:00,16
2025-04-21 12:44:19.799739+00:00,16
2025-04-21 12:44:19.800149+00:00,16
2025-04-21 12:48:29.736535+00:00,16
2025-04-21 12:48:32.756369+00:00,16
2025-04-21 13:08:53.054439+00:00,16
2025-04-21 13:09:21.196044+00:00,16
2025-04-21 13:09:21.215806+00:00,16
2025-04-21 13:14:55.216508+00:00,16
2025-04-21 13:21:21.440128+00:00,16
2025-04-21 13:21:21.914825+00:00,16
2025-04-21 13:21:50.514762+00:00,16
2025-04-21 13:21:50.515200+00:00,16
2025-04-21 13:21:50.675619+00:00,16
2025-04-21 13:21:51.336319+00:00,16
2025-04-21 13:21:58.956097+00:00,16
2025-04-21 13:22:59.976287+00:00,16
2025-04-21 13:29:44.434755+00:00,16
2025-04-21 13:34:04.177626+00:00,16
2025-04-21 13:36:15.554688+00:00,16
2025-04-21 13:38:32.239165+00:00,16
2025-04-21 13:39:33.395174+00:00,16
2025-04-21 13:42:21.074310+00:00,16
2025-04-21 13:43:52.384314+00:00,16
2025-04-21 13:44:11.173514+00:00,16
2025-04-21 13:46:43.814753+00:00,16
2025-04-21 13:52:31.274689+00:00,16
2025-04-21 13:55:27.435611+00:00,16
2025-04-21 13:55:33.654799+00:00,16
2025-04-21 13:55:51.296472+00:00,16
2025-04-21 13:55:54.034275+00:00,16
2025-04-21 13:55:59.515695+00:00,16
2025-04-21 13:56:04.755424+00:00,16
2025-04-21 14:00:42.741579+00:00,16
2025-04-21 14:01:03.375593+00:00,16
2025-04-21 14:01:06.034504+00:00,16
2025-04-21 14:01:21.559949+00:00,16
2025-04-21 14:01:25.413501+00:00,16
2025-04-21 14:02:16.795035+00:00,16
2025-04-21 14:02:20.353755+00:00,16
2025-04-21 14:02:20.375189+00:00,16
2025-04-21 14:02:23.740934+00:00,16
2025-04-21 14:02:38.275353+00:00,16
2025-04-21 14:02:38.294651+00:00,16
2025-04-21 14:02:38.294977+00:00,16
2025-04-21 14:02:40.013333+00:00,16
2025-04-21 14:03:12.054586+00:00,16
2025-04-21 14:03:13.175542+00:00,16
2025-04-21 14:03:31.835068+00:00,16
2025-04-21 14:03:40.575387+00:00,16
2025-04-21 14:07:17.609443+00:00,16
