0,1
2025-04-21 12:00:13.316029+00:00,31
2025-04-21 12:04:09.673833+00:00,31
2025-04-21 12:25:15.313837+00:00,31
2025-04-21 12:25:50.234513+00:00,31
2025-04-21 12:44:19.784610+00:00,31
2025-04-21 12:48:29.754566+00:00,31
2025-04-21 12:48:29.754891+00:00,31
2025-04-21 12:52:11.756207+00:00,31
2025-04-21 13:00:09.376762+00:00,31
2025-04-21 13:09:20.894788+00:00,31
2025-04-21 13:09:20.895213+00:00,31
2025-04-21 13:09:21.215464+00:00,31
2025-04-21 13:13:55.213839+00:00,31
2025-04-21 13:14:35.715235+00:00,31
2025-04-21 13:14:54.475642+00:00,31
2025-04-21 13:14:55.215897+00:00,31
2025-04-21 13:14:55.555625+00:00,31
2025-04-21 13:14:57.195431+00:00,31
2025-04-21 13:14:57.195770+00:00,31
2025-04-21 13:21:21.736552+00:00,31
2025-04-21 13:21:38.215893+00:00,31
2025-04-21 13:21:43.157002+00:00,31
2025-04-21 13:21:43.157328+00:00,31
2025-04-21 13:21:50.275454+00:00,31
2025-04-21 13:29:37.894063+00:00,31
2025-04-21 13:29:37.916721+00:00,31
2025-04-21 13:31:11.594960+00:00,31
2025-04-21 13:31:12.560875+00:00,31
2025-04-21 13:34:03.671818+00:00,31
2025-04-21 13:38:00.598756+00:00,31
2025-04-21 13:38:01.294359+00:00,31
2025-04-21 13:38:01.294991+00:00,31
2025-04-21 13:39:33.394787+00:00,31
2025-04-21 13:42:21.074777+00:00,31
2025-04-21 13:42:22.475099+00:00,31
2025-04-21 13:43:29.117797+00:00,31
2025-04-21 13:44:59.995370+00:00,31
2025-04-21 13:47:49.372143+00:00,31
2025-04-21 13:48:07.693736+00:00,31
2025-04-21 13:48:35.926582+00:00,31
2025-04-21 13:48:41.041502+00:00,31
2025-04-21 13:50:50.694628+00:00,31
2025-04-21 13:51:04.316983+00:00,31
2025-04-21 13:51:04.594257+00:00,31
2025-04-21 13:51:04.614084+00:00,31
2025-04-21 13:51:21.434504+00:00,31
2025-04-21 13:51:32.673453+00:00,31
2025-04-21 13:52:16.314721+00:00,31
2025-04-21 13:52:29.533234+00:00,31
2025-04-21 13:52:36.314701+00:00,31
2025-04-21 13:53:03.574545+00:00,31
2025-04-21 13:53:05.814695+00:00,31
2025-04-21 13:53:16.634352+00:00,31
2025-04-21 13:53:27.254965+00:00,31
2025-04-21 13:55:35.315673+00:00,31
2025-04-21 13:55:46.556479+00:00,31
2025-04-21 13:55:53.933850+00:00,31
2025-04-21 13:55:58.614628+00:00,31
2025-04-21 13:55:59.254069+00:00,31
2025-04-21 13:55:59.254924+00:00,31
2025-04-21 14:00:43.754995+00:00,31
2025-04-21 14:01:03.414962+00:00,31
2025-04-21 14:01:06.154899+00:00,31
2025-04-21 14:01:21.235040+00:00,31
2025-04-21 14:01:21.334689+00:00,31
2025-04-21 14:01:21.559610+00:00,31
2025-04-21 14:02:18.433676+00:00,31
2025-04-21 14:02:19.195384+00:00,31
2025-04-21 14:02:20.274707+00:00,31
2025-04-21 14:02:21.414982+00:00,31
2025-04-21 14:02:21.415590+00:00,31
2025-04-21 14:02:39.855122+00:00,31
2025-04-21 14:03:04.934877+00:00,31
2025-04-21 14:03:10.074870+00:00,31
2025-04-21 14:03:34.953825+00:00,31
2025-04-21 14:03:38.074657+00:00,31
2025-04-21 14:07:33.314467+00:00,31
2025-04-21 14:08:33.359372+00:00,31
2025-04-21 14:11:05.095042+00:00,31
2025-04-21 14:11:57.793977+00:00,31
